Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
915.732	-5.753	-8.992	-9.805	0.033
915.795	-5.455	-8.304	-10.157	0.033
915.857	-5.181	-7.647	-10.501	0.033
915.920	-4.907	-7.008	-10.812	0.033
915.982	-4.621	-6.374	-11.123	0.033
916.045	-4.365	-5.784	-11.402	0.025
916.107	-4.097	-5.199	-11.680	0.033
916.170	-3.842	-4.639	-11.951	0.041
916.232	-3.586	-4.116	-12.172	0.041
916.295	-3.342	-3.610	-12.393	0.041
916.357	-3.117	-3.123	-12.581	0.033
916.420	-2.886	-2.661	-12.737	0.033
916.483	-2.673	-2.222	-12.901	0.041
916.545	-2.447	-1.808	-12.991	0.033
916.608	-2.247	-1.406	-13.105	0.041
916.670	-2.040	-1.017	-13.163	0.041
916.733	-1.869	-0.706	-13.212	0.033
916.795	-1.705	-0.408	-13.269	0.049
916.858	-1.559	-0.128	-13.269	0.033
916.920	-1.425	0.104	-13.269	0.033
916.983	-1.279	0.347	-13.245	0.041
917.046	-1.120	0.627	-13.187	0.033
917.108	-0.932	0.956	-13.146	0.025
917.171	-0.737	1.272	-13.089	0.033
917.233	-0.530	1.613	-12.942	0.033
917.296	-0.329	1.942	-12.835	0.025
917.358	-0.104	2.338	-12.680	0.033
917.421	0.170	2.788	-12.508	0.033
917.483	0.481	3.306	-12.311	0.041
917.546	0.816	3.866	-12.098	0.033
917.608	1.175	4.499	-11.860	0.033
917.671	1.528	5.114	-11.582	0.049
917.734	1.869	5.699	-11.279	0.041
917.796	2.186	6.259	-10.968	0.033
917.859	2.484	6.770	-10.632	0.041
917.921	2.752	7.257	-10.288	0.041
917.984	3.020	7.726	-9.927	0.049
918.046	3.251	8.170	-9.575	0.033
918.109	3.489	8.597	-9.207	0.041
918.171	3.714	9.017	-8.863	0.033
918.234	3.939	9.443	-8.502	0.033
918.297	4.164	9.857	-8.134	0.033
918.359	4.371	10.265	-7.798	0.041
918.422	4.572	10.661	-7.446	0.033
918.484	4.755	11.044	-7.102	0.041
918.547	4.956	11.428	-6.774	0.033
918.609	5.163	11.823	-6.438	0.033
918.672	5.358	12.231	-6.135	0.033
918.734	5.571	12.645	-5.832	0.049
918.797	5.784	13.065	-5.529	0.041
918.859	5.997	13.498	-5.242	0.033
918.922	6.228	13.973	-4.956	0.033
918.985	6.454	14.405	-4.685	0.033
919.047	6.667	14.862	-4.423	0.033
919.110	6.880	15.312	-4.169	0.041
919.172	7.123	15.775	-3.915	0.041
919.235	7.355	16.250	-3.686	0.041
919.297	7.592	16.749	-3.457	0.025
919.360	7.842	17.266	-3.244	0.033
919.422	8.067	17.741	-3.039	0.033
919.485	8.286	18.180	-2.859	0.049
919.548	8.481	18.557	-2.670	0.041
919.610	8.651	18.929	-2.498	0.041
919.673	8.816	19.276	-2.343	0.025
919.735	8.992	19.629	-2.187	0.025
919.798	9.187	20.085	-2.040	0.033
919.860	9.419	20.560	-1.884	0.033
919.923	9.620	20.986	-1.753	0.041
919.985	9.814	21.425	-1.630	0.041
920.048	9.973	21.766	-1.499	0.041
920.110	10.113	22.058	-1.384	0.041
920.173	10.271	22.399	-1.253	0.041
920.236	10.429	22.734	-1.155	0.033
920.298	10.618	23.166	-1.040	0.041
920.361	10.843	23.653	-0.958	0.049
920.423	11.069	24.140	-0.852	0.033
920.486	11.306	24.676	-0.778	0.041
920.548	11.525	25.181	-0.672	0.033
920.611	11.756	25.650	-0.598	0.033
920.673	11.963	26.094	-0.508	0.049
920.736	12.146	26.508	-0.434	0.049
920.799	12.323	26.898	-0.385	0.041
920.861	12.493	27.282	-0.319	0.033
920.924	12.658	27.671	-0.262	0.041
920.986	12.834	28.049	-0.197	0.041
921.049	13.005	28.438	-0.147	0.041
921.111	13.187	28.828	-0.106	0.041
921.174	13.364	29.248	-0.074	0.033
921.236	13.528	29.644	-0.025	0.041
921.299	13.705	30.052	-0.025	0.041
921.361	13.857	30.441	0.008	0.041
921.424	13.991	30.758	0.041	0.041
921.487	14.113	31.044	0.033	0.033
921.549	14.216	31.294	0.041	0.025
921.612	14.320	31.507	0.066	0.033
921.674	14.387	31.683	0.066	0.033
921.737	14.466	31.811	0.074	0.041
921.799	14.508	31.921	0.074	0.041
921.862	14.551	32.037	0.066	0.041
921.924	14.612	32.164	0.082	0.041
921.987	14.679	32.323	0.098	0.033
922.050	14.740	32.469	0.098	0.033
922.112	14.795	32.572	0.106	0.041
922.175	14.837	32.664	0.106	0.041
922.237	14.874	32.737	0.106	0.025
