Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
1.109	5.461	8.493	-14.040	0.336	0.451	-0.246
1.112	5.479	8.481	-14.046	0.336	0.442	-0.246
1.114	5.486	8.463	-14.046	0.336	0.451	-0.238
1.117	5.492	8.463	-14.046	0.319	0.459	-0.238
1.120	5.516	8.444	-14.046	0.336	0.451	-0.246
1.123	5.522	8.432	-14.064	0.344	0.459	-0.238
1.126	5.540	8.420	-14.052	0.336	0.451	-0.246
1.128	5.559	8.408	-14.064	0.336	0.442	-0.246
1.131	5.565	8.414	-14.064	0.336	0.451	-0.246
1.134	5.583	8.402	-14.064	0.336	0.459	-0.246
1.137	5.595	8.390	-14.070	0.344	0.451	-0.246
1.140	5.607	8.377	-14.070	0.344	0.451	-0.254
1.142	5.619	8.371	-14.070	0.344	0.451	-0.246
1.145	5.626	8.359	-14.070	0.344	0.451	-0.246
1.148	5.644	8.341	-14.076	0.328	0.459	-0.254
1.151	5.668	8.335	-14.082	0.360	0.459	-0.246
1.154	5.674	8.329	-14.094	0.336	0.442	-0.254
1.156	5.680	8.317	-14.094	0.344	0.459	-0.246
1.159	5.699	8.311	-14.100	0.344	0.451	-0.246
1.162	5.711	8.298	-14.088	0.344	0.459	-0.246
1.165	5.717	8.292	-14.100	0.336	0.442	-0.254
1.168	5.729	8.286	-14.100	0.352	0.451	-0.246
1.170	5.741	8.268	-14.107	0.352	0.451	-0.238
1.173	5.753	8.256	-14.107	0.344	0.459	-0.254
1.176	5.772	8.250	-14.113	0.352	0.451	-0.254
1.179	5.790	8.237	-14.113	0.352	0.451	-0.254
1.182	5.808	8.225	-14.119	0.352	0.459	-0.254
1.184	5.814	8.213	-14.125	0.352	0.442	-0.254
1.187	5.820	8.207	-14.119	0.344	0.451	-0.254
1.190	5.833	8.201	-14.137	0.344	0.451	-0.254
1.193	5.851	8.195	-14.131	0.360	0.467	-0.254
1.196	5.863	8.177	-14.143	0.360	0.451	-0.246
1.198	5.875	8.170	-14.143	0.369	0.451	-0.254
1.201	5.887	8.158	-14.149	0.352	0.451	-0.254
1.204	5.900	8.152	-14.155	0.377	0.451	-0.262
1.207	5.918	8.140	-14.143	0.369	0.459	-0.254
1.210	5.936	8.134	-14.155	0.360	0.451	-0.262
1.212	5.948	8.122	-14.155	0.369	0.451	-0.254
1.215	5.954	8.122	-14.174	0.360	0.451	-0.262
1.218	5.973	8.104	-14.167	0.377	0.442	-0.254
1.221	5.991	8.097	-14.161	0.360	0.459	-0.254
1.224	6.003	8.079	-14.180	0.369	0.451	-0.254
1.226	6.003	8.067	-14.174	0.369	0.451	-0.254
1.229	6.033	8.055	-14.174	0.360	0.442	-0.246
1.232	6.040	8.055	-14.174	0.369	0.459	-0.254
1.235	6.052	8.043	-14.192	0.369	0.451	-0.254
1.238	6.070	8.030	-14.186	0.360	0.442	-0.262
1.240	6.076	8.024	-14.192	0.360	0.451	-0.262
1.243	6.094	8.012	-14.198	0.369	0.442	-0.262
1.246	6.107	7.994	-14.198	0.369	0.451	-0.254
1.249	6.113	7.994	-14.204	0.352	0.451	-0.262
1.252	6.137	7.988	-14.204	0.369	0.442	-0.262
1.254	6.149	7.970	-14.210	0.369	0.451	-0.262
1.257	6.161	7.963	-14.216	0.377	0.451	-0.270
1.260	6.174	7.951	-14.210	0.360	0.459	-0.262
1.263	6.186	7.939	-14.216	0.377	0.442	-0.254
1.266	6.198	7.927	-14.222	0.369	0.451	-0.254
1.268	6.210	7.921	-14.228	0.377	0.459	-0.262
1.271	6.222	7.915	-14.222	0.377	0.451	-0.262
1.274	6.241	7.909	-14.228	0.377	0.451	-0.270
1.277	6.253	7.897	-14.234	0.377	0.451	-0.254
1.280	6.259	7.872	-14.234	0.369	0.451	-0.270
