Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.899	5.297	8.457	-14.027	-0.115	0.442	-0.238
0.902	5.309	8.451	-14.027	-0.106	0.451	-0.246
0.904	5.339	8.444	-14.021	-0.106	0.442	-0.238
0.906	5.352	8.444	-14.021	-0.098	0.434	-0.254
0.909	5.370	8.432	-14.009	-0.098	0.442	-0.238
0.911	5.382	8.426	-14.027	-0.098	0.434	-0.254
0.914	5.388	8.426	-14.021	-0.115	0.434	-0.246
0.916	5.406	8.426	-14.027	-0.106	0.442	-0.238
0.919	5.419	8.414	-14.027	-0.106	0.442	-0.246
0.921	5.431	8.414	-14.021	-0.090	0.434	-0.254
0.924	5.455	8.402	-14.015	-0.106	0.434	-0.246
0.926	5.461	8.402	-14.021	-0.106	0.442	-0.246
0.929	5.479	8.408	-14.021	-0.098	0.442	-0.246
0.931	5.498	8.396	-14.021	-0.115	0.434	-0.246
0.933	5.516	8.396	-14.015	-0.098	0.451	-0.238
0.936	5.534	8.390	-14.009	-0.098	0.442	-0.254
0.938	5.553	8.384	-14.015	-0.131	0.442	-0.246
0.941	5.559	8.384	-14.015	-0.115	0.442	-0.238
0.943	5.571	8.377	-14.003	-0.131	0.434	-0.254
0.946	5.589	8.371	-14.003	-0.131	0.451	-0.262
0.948	5.613	8.365	-14.015	-0.115	0.434	-0.262
0.951	5.626	8.359	-14.009	-0.106	0.451	-0.254
0.953	5.638	8.359	-14.003	-0.115	0.426	-0.246
0.955	5.662	8.353	-14.009	-0.106	0.442	-0.246
0.958	5.674	8.341	-14.009	-0.115	0.442	-0.254
0.960	5.680	8.347	-13.997	-0.090	0.451	-0.238
0.963	5.705	8.335	-14.003	-0.090	0.442	-0.246
0.965	5.729	8.341	-13.997	-0.082	0.434	-0.254
0.968	5.723	8.323	-13.997	-0.098	0.434	-0.270
0.970	5.753	8.323	-13.997	-0.090	0.442	-0.246
0.973	5.760	8.323	-13.997	-0.106	0.434	-0.246
0.975	5.778	8.317	-13.991	-0.115	0.442	-0.254
0.978	5.790	8.311	-13.997	-0.115	0.442	-0.254
0.980	5.808	8.304	-13.991	-0.106	0.451	-0.270
0.982	5.820	8.292	-14.003	-0.106	0.442	-0.254
0.985	5.839	8.292	-13.991	-0.098	0.442	-0.254
0.987	5.857	8.298	-13.997	-0.115	0.434	-0.254
0.990	5.863	8.286	-13.991	-0.090	0.434	-0.254
0.992	5.887	8.280	-13.991	-0.098	0.451	-0.254
0.995	5.900	8.274	-13.985	-0.090	0.442	-0.262
0.997	5.924	8.268	-13.985	-0.098	0.434	-0.254
1.000	5.930	8.268	-13.985	-0.098	0.434	-0.254
1.002	5.942	8.262	-13.979	-0.106	0.442	-0.262
1.004	5.967	8.262	-13.973	-0.090	0.434	-0.262
1.007	5.985	8.256	-13.985	-0.098	0.442	-0.262
1.009	5.985	8.237	-13.979	-0.090	0.442	-0.262
1.012	6.003	8.237	-13.973	-0.098	0.442	-0.254
1.014	6.033	8.244	-13.973	-0.090	0.442	-0.254
1.017	6.040	8.231	-13.979	-0.098	0.451	-0.254
1.019	6.058	8.225	-13.967	-0.098	0.434	-0.262
1.022	6.064	8.225	-13.973	-0.106	0.426	-0.262
1.024	6.082	8.213	-13.967	-0.106	0.442	-0.262
1.027	6.107	8.213	-13.967	-0.115	0.434	-0.246
1.029	6.119	8.201	-13.954	-0.082	0.442	-0.262
1.031	6.137	8.201	-13.973	-0.098	0.434	-0.262
1.034	6.155	8.213	-13.960	-0.098	0.434	-0.262
1.036	6.161	8.195	-13.960	-0.106	0.451	-0.246
1.039	6.174	8.195	-13.960	-0.098	0.426	-0.270
1.041	6.192	8.183	-13.967	-0.098	0.434	-0.270
1.044	6.204	8.164	-13.960	-0.090	0.426	-0.270
1.046	6.210	8.164	-13.960	-0.106	0.434	-0.254
1.049	6.228	8.170	-13.954	-0.098	0.442	-0.262
1.051	6.247	8.170	-13.942	-0.106	0.442	-0.262
1.053	6.271	8.177	-13.942	-0.115	0.434	-0.262
1.056	6.283	8.158	-13.942	-0.106	0.434	-0.262
1.058	6.301	8.164	-13.942	-0.098	0.451	-0.254
1.061	6.314	8.146	-13.948	-0.090	0.442	-0.254
1.063	6.332	8.152	-13.936	-0.090	0.442	-0.254
1.066	6.338	8.146	-13.942	-0.098	0.442	-0.270
1.068	6.344	8.140	-13.942	-0.082	0.442	-0.278
1.071	6.356	8.134	-13.936	-0.082	0.442	-0.262
1.073	6.381	8.122	-13.948	-0.090	0.426	-0.270
1.076	6.399	8.128	-13.936	-0.098	0.434	-0.270
1.078	6.417	8.116	-13.936	-0.082	0.442	-0.270
1.080	6.429	8.122	-13.936	-0.082	0.442	-0.270
